Word,Count,Translation
flyer,2227,αεροπόρος
bladder,2227,Κύστη
caretaker,2225,επιστάτης
pep,2225,ζωντάνια
roommates,2225,συγκάτοικοι
programming,2224,προγραμματισμός
grape,2224,σταφύλι
astronauts,2224,αστροναύτες
drained,2223,στραγγισμένο
metallic,2223,μεταλλικός
sergio,2223,συνηγόπη
seldom,2223,σπάνια
destroys,2223,καταστρέφει
riders,2222,αναδόχους
poetic,2222,ποιητικός
hacking,2222,πειρατεία
transported,2221,μεταφερόμενος
contaminated,2221,μολυσμένος
duct,2219,αγωγός
dimensions,2219,διαστάσεις
insensitive,2219,αναίσθητος
echoes,2219,ηχώ
initiate,2218,μυημένος
nonetheless,2218,παρ 'όλα αυτά
emmett,2218,εμμέλα
grinding,2218,άλεση
composition,2217,σύνθεση
adjourned,2217,αναβολή
indulge,2216,ικανοποιώ
wrench,2216,γαλλικο ΚΛΕΙΔΙ
flaw,2216,ελάττωμα
messiah,2216,Μεσσίας
concluded,2215,τελείωσμος
accustomed,2215,συνηθισμένος
napkin,2215,χαρτοπετσέτα
30s,2214,30 ετών
movin,2214,μετακινώ
i-it,2213,I-IT
doorway,2213,άνοιγμα της πόρτας
muddy,2212,λασπωμένος
steph,2212,νύος
saturn,2211,Κρόνος
intentionally,2211,εκ προθέσεως
chiming,2210,χιμπατζής
canned,2210,κονσερβοποιημένος
appearing,2210,εμφάνιση
ballistics,2209,βλητική
nicked,2209,δριμύς
suction,2208,αναρρόφηση
hideout,2208,κρησφύγετο
startled,2208,τρομαγμένος
replacing,2208,αντικαθιστώντας
solemn,2208,επίσημος
pillows,2208,μαξιλάρια
submitted,2207,υποβληθείσα
francesca,2207,φραγκέσκα
override,2207,καταπατώ
carver,2206,χαράκτης
lea,2206,λιβάδι
mateo,2206,μάστιχος
mosquito,2205,κουνούπι
fragrance,2204,ευωδιά
pennies,2204,πέννες
detained,2204,κρατούμενος
meadow,2203,λιβάδι
chopping,2203,τεμαχισμός
satellites,2202,δορυφόροι
cables,2202,καλώδια
youngsters,2202,νεαροί
needy,2202,ενδεής
refugee,2202,πρόσφυγας
luc,2201,Λουκ
whitey,2201,λευκός
inhabitants,2200,κάτοικοι
yun,2200,χερσώνω
break-in,2200,διάρρηξη
harassing,2200,παρενόχληση
ro,2199,ευσπλαχνία
interpretation,2199,ερμηνεία
'il,2199,«IL
burying,2199,θάβοντας
bree,2198,σκυλάκι
incomplete,2198,ατελής
blimey,2197,μπλοία
titan,2196,Τιτάν
retard,2195,επιβραδύνω
agatha,2195,Αγάθη
dilemma,2195,δίλημμα
mutt,2195,γκαφατζής
prominent,2195,διακεκριμένος
temples,2195,ναών
hoover,2194,χάλια
lindsey,2193,Λίντσεϊ
cesar,2193,καιστήρας
temp,2193,θερμός
consul,2193,πρόξενος
hairdresser,2192,κομμωτής
planting,2192,φύτεμα
drones,2192,αεροσκάφη
justified,2191,δικαιολογημένος
jensen,2191,τζλέσεν
stuffing,2191,γέμιση
norwegian,2191,Νορβηγός
dork,2190,φουσκωτό
stalling,2190,παύση
birthdays,2189,γενέθλια
intimacy,2189,οικειότητα
tucked,2189,μπαλισμένος
examiner,2189,εξεταστής
qualify,2189,έχω τα προσόντα
imminent,2189,επικείμενος
masked,2189,μεταμφιεσμένος
diesel,2188,ντίζελ
meditation,2188,Διαλογισμός
bulk,2188,όγκος
allie,2188,αλλοδαπός
prosecute,2188,διεξάγω
mumbles,2188,μουντζούρας
defined,2187,ορίζεται
oklahoma,2186,Οκλαχόμα
paw,2186,πόδι ζώου
default,2185,Προκαθορισμένο
crawled,2185,σιγασμένος
doughnuts,2184,ντόνατς
margot,2184,καραμέλας
haunting,2184,συγκρατικός
staircase,2183,σκάλα
advances,2183,πρόοδος
solutions,2183,λύσεις
plaster,2182,γύψος
proceedings,2182,διαδικασία
amends,2181,αποζημίωση
fraternity,2181,αδελφότητα
freud,2180,φρόντ
cannons,2180,κανόνια
kendall,2180,κάλλος
armored,2180,θωρακισμένος
colonies,2179,αποικίες
perez,2179,πεντάζ
birdie,2179,πουλάκι
volcanic,2179,ηφαιστειογενής
samson,2178,Σαμψών
cleopatra,2178,Κλεοπάτρα
carve,2178,κόβω
fishermen,2177,ψαράδες
brink,2177,χείλος
playin,2176,παίζω
martian,2176,άρειος
hybrid,2176,υβρίδιο
knockout,2176,ρίχνω αναίσθητο
chunk,2175,μεγάλο κομμάτι
constructed,2175,κατασκευασμένος
confiscated,2174,κατασχέθηκε
interrogate,2174,ανακρίνω
voyager,2173,ταξιδιώτης
oprah,2173,οπιά
commerce,2173,εμπόριο
t.j.,2173,T.J.
tasks,2173,καθήκοντα
precaution,2172,προφύλαξη
printer,2172,εκτυπωτής
finishes,2171,τελειώνει
rossi,2171,Rossi
boob,2171,βόμβα
nagging,2170,γκρίνια
stephens,2169,Stephens
hag,2167,στρίγγλα
skinner,2167,δερματέμπορος
lunchtime,2167,ώρα για μεσημεριανό
imported,2167,εισαγόμενος
transcript,2166,αντίγραφο
iife,2165,ζωή
conceal,2165,κρύβουν
holler,2165,φωνάζω
chug,2164,σύνοικος
silas,2163,Σίλα
paranoia,2163,παράνοια
compelled,2163,υποχρεωμένος
styles,2163,στυλ
airborne,2162,αερομεταφερόμενα
sentiment,2162,συναίσθημα
syria,2162,Συρία
pea,2162,μπιζέλι
babysitting,2161,παιγνίδι
improving,2161,βελτιωτικός
hare,2160,λαγός
connects,2160,συνδέω
withdrawn,2160,αποτραβηγμένος
staged,2160,σταδιακής
englishman,2159,Άγγλος
hopkins,2159,Χόπκινς
pumps,2159,γοβάκια
admirable,2159,θαυμαστός
vouch,2159,εγγυώμαι
indicated,2159,υποδεικνυόμενος
reviews,2159,ανασκοπήσεις
kristen,2159,Κρίστεν
yuki,2158,γούνκι
vey,2158,πύργος
trivial,2157,ασήμαντος
parcel,2156,δέμα
scroll,2155,πάπυρος
desired,2155,επιθυμητός
appealing,2154,ελκυστικός
weighed,2154,ζυγίζω
'l,2154,'μεγάλο
designated,2154,καθορισμένος
bubba,2153,φούσκα
imprisonment,2153,φυλάκιση
ferris,2152,κροτίδα
fleming,2152,φλέξιμο
cooling,2151,ψύξη
containing,2150,που περιέχει
giles,2150,πύργος
impressions,2150,εντυπώσεις
advantages,2149,πλεονεκτήματα
cartwright,2149,καρτέυρος
uncertain,2149,αβέβαιος
deliberate,2148,σκόπιμος
anticipated,2148,αναμενόμενος
isolate,2148,απομονώνω
tighten,2148,σφίγγω
corporations,2147,εταιρείες
petra,2147,Πέτρα
venue,2147,τόπος συναντήσεως
irritating,2146,ερεθιστικός
revolt,2145,επανάσταση
whatcha,2145,Whatcha
lunar,2144,σεληνιακός
rightful,2144,νόμιμος
bombers,2144,βομβαρδιστικά
southwest,2144,νοτιοδυτικός
maine,2143,Μέιν
marvel,2143,θαύμα
chained,2143,αλυσισμένος
colder,2142,ψυχρότερος
tit,2142,χτύπημα
snooping,2142,μελαγχολικός
trunks,2142,κοντό πανταλόνι αθλητών
sully,2141,λερώνω
excused,2141,δικαιολογημένος
seduced,2141,παρασυρόμενος
communicating,2140,επικοινωνία
beams,2140,ακτίνες
bloodshed,2140,αιματοχυσία
offender,2140,παραβάτης
offspring,2139,απόγονος
monstrous,2139,τερατώδης
bruising,2139,μώλωπης
we-,2139,εμείς-
doorman,2138,θυρωρός
prohibited,2138,απαγορευμένος
props,2138,στηρίγματα
penetrate,2137,διαπερνώ
intervene,2137,παρεμβαίνω
tobias,2137,Τωβίας
osaka,2137,Οσάκα
aiden,2137,aiden
niggers,2136,πάσχων
cairo,2136,Κάιρο
jonny,2135,πικρός
patriot,2135,πατριώτης
bowls,2135,κύπελλα
rufus,2135,ρουφός
barton,2134,μπάρρον
surgeons,2134,χειρουργοί
pits,2134,κοιλότητες
infamous,2134,κακόφημος
crooks,2133,απατεών
shag,2133,τραχύνω
lettuce,2133,μαρούλι
exaggerating,2132,υπερβολή
inferior,2132,κατώτερος
zac,2132,ζακ
foryou,2132,για σενα
boredom,2131,ανία
amos,2130,αμοίως
tolerance,2130,ανοχή
cashier,2130,ταμίας
polls,2129,δημοσκοπήσεις
caliber,2129,διαμέτρημα
underpants,2128,σώβρακο
katy,2128,κάτο
seller,2128,πωλητής
sensed,2128,αισθανόμενος
vertical,2127,κατακόρυφος
dart,2127,βέλος
sections,2127,διαμορφώσεις
zipper,2127,φερμουάρ
gabby,2126,πολύλογος
shankar,2126,σανκάρος
acceptance,2126,αποδοχή
traveler,2126,ταξιδιώτης
timeline,2125,χρονοδιάγραμμα
emerald,2125,σμαράγδι
gays,2125,ομοφυλόφιλοι
pc,2124,υπολογιστής
hassle,2123,ταλαιπωρία
thrilling,2123,συγκινητικός
hopeful,2122,ελπιδοφόρος
stokes,2122,Stokes
sneakers,2122,αθλητικά
conditioning,2122,προετοιμασία
supporters,2121,υποστηρικτές
rodriguez,2121,Ροντρίγκεζ
teal,2121,βάσκας
insults,2121,προσβολή
instruction,2121,εντολή
flipping,2120,κατώφλι
25th,2120,25ος
clatter,2120,ποδοβολητό
flaming,2120,φλεγόμενος
freight,2119,φορτίο
representatives,2119,εκπρόσωποι
invitations,2118,προσκλήσεις
undressed,2118,ξέντυτος
lucille,2118,Λουκίλ
boiler,2117,λέβητας
edo,2117,Έντο
uneasy,2117,ανήσυχος
oneself,2117,εαυτός
alfredo,2117,αλφρεντό
benedict,2117,νεόνυμφος
davey,2117,λουκάνικο
davies,2117,δοχείο
efficiency,2117,αποδοτικότητα
that`s,2116,αυτό είναι
gomez,2116,Γκόμεζ
yelps,2116,κτύπημα
counterfeit,2115,πλαστός
l-i,2115,L-Ι
afterlife,2115,μετά θάνατον ζωή
one-way,2115,μονόδρομος
smiley,2115,χαμογελαστός
twat,2115,δίδυμος
eccentric,2115,εκκεντρικός
wand,2114,ραβδί
vi,2114,vi
memphis,2114,Μέμφις
consume,2113,καταναλώνω
praised,2113,εξήρε
formidable,2113,τρομερός
luthor,2113,κονσερβός
lesser,2113,μικρότερος
gel,2113,γέλη
surrendered,2113,παραδοθείς
chffff00,2113,chffff00
welcomed,2113,ευπρόσδεκτος
wendell,2112,είδος πύργου
tee,2112,στόχος
launching,2112,εκκίνηση
cocksucker,2111,πενιχρός
crores,2110,κροτάλας
downs,2110,κάτω
retiring,2110,συνταξιούχος
spears,2110,δόλατος
vikram,2109,βίκραμμος
authorization,2109,εξουσιοδότηση
outsiders,2109,ξένοι
pancake,2109,τηγανίτα
probability,2108,πιθανότητα
accessory,2108,αξεσουάρ
peters,2107,πάσσερς
deported,2107,απελαθείς
contrast,2107,αντίθεση
hooks,2106,άγκιστρα
remarks,2106,παρατηρήσεις
liaison,2106,σύνδεσμος
blokes,2106,κούκλα
crater,2106,κρατήρας
distribute,2105,διανέμω
vocalizing,2105,φωνητικός
adele,2105,άδειο
chiefs,2105,αρχηγοί
photographed,2105,φωτογραφικός
rehearsals,2105,πρόβες
salvatore,2105,Σαλβατάρι
whoop,2105,ξεφωνητό
credits,2104,πιστώσεις
shalt,2103,σκυλάκι
hup,2103,hup
stability,2103,σταθερότητα
woken,2102,ξυπνημένος
stench,2102,δυσωδία
taps,2102,βρύς
flea,2102,ψύλλος
's-it,2102,'Καθίστε
compelling,2101,συναρπαστικό
dolores,2101,Dolores
strawberries,2101,φράουλες
allright,2101,εντάξει
convictions,2100,καταδίκες
hubby,2099,σύζυγος
self-esteem,2099,αυτοεκτίμηση
threatens,2099,απειλεί
suburbs,2098,Προάστια
clocks,2098,ρολόγια
peacock,2098,παγώνι
bragging,2098,κομπορρημοσύνη
gabi,2097,Γκάμπι
hurrah,2097,Ζήτω
moo,2096,μουγκανίζω
silently,2095,σιωπηλά
subconscious,2095,υποσυνείδητο
fatso,2095,λίπος
pluck,2095,κόβω
reactions,2095,αντιδράσεις
lacks,2095,δεν υπάρχει
adolf,2094,Αδόλφος
mira,2094,Μίρα
refined,2094,εξευγενισμένος
lays,2094,όρος
bungalow,2093,μπαγκάλοου
surge,2093,μέγα κύμα
23rd,2093,23ος
practices,2092,πρακτική
precautions,2092,προφυλάξεις
thanked,2092,ευχαριστημένος
jody,2091,Ιδική
uranium,2091,ουράνιο
carolyn,2091,Κάρολιν
menace,2091,απειλή
ernesto,2091,Ερνέστο
fractured,2090,θραυσμένος
christie,2090,Κρίστι
aka,2090,γνωστή γνωστή στη γνωστή
cone,2089,κώνος
sauna,2089,σάουνα
extinction,2088,εξαφάνιση
randolph,2088,Ράντολος
bonding,2088,συγκόλληση
equality,2088,ισότητα
bourgeois,2087,αστός
insert,2087,εισάγετε
csi,2087,CSI
kiki,2086,Κίκη
teens,2086,έφηβοι
downhill,2086,κατηφορικός
pedal,2086,πετάλι
levi,2085,Λέβη
peru,2085,Περού
stables,2085,στάβλων
irving,2085,ιντίζα
buddhist,2084,βουδιστής
ambitions,2084,φιλοδοξίες
terrain,2084,έδαφος
turbo,2084,στροβιλίζω
hae,2083,χαζ
screening,2082,προβολή
mu,2082,μάν
riots,2082,ταραχές
coaching,2082,προπόνηση
explodes,2082,εκρήγνυται
premature,2082,πρόωρος
lsn,2081,LSN
undone,2081,κατεστραμένος
qi,2081,ΕΙ
communism,2080,κομμουνισμός
fitted,2080,εντοπισμένος
treacherous,2079,επίβουλος
inspect,2078,ελέγχω
hurray,2077,βυθίζω
irresistible,2077,ακαταμάχητος
joanne,2077,Ιωάννη
elias,2077,Ηλίας
northeast,2077,Βορειοανατολικός
sparrow,2077,σπουργίτης
gypsies,2076,τσιγγάνοι
performer,2076,εκτελεστής
brew,2076,ετοιμάζω
well.,2076,Καλά.
titles,2075,τίτλοι
ingenious,2075,ευφυής
snapping,2075,κτύπημα
turd,2075,σβουνιά
challenger,2074,διεκδικητής
baghdad,2073,Βαγδάτη
bulletin,2073,δελτίο
preview,2072,προεπισκόπηση
jinx,2072,γρουσουζιά
immortality,2072,αθανασία
recruits,2072,στρατολογημένος
andr?σ,2072,Andr?σ
ditched,2072,χωρισμένος
tempt,2072,δελεάζω
procession,2072,πομπή
eduardo,2071,Έντουαρντο
melon,2070,πεπόνι
weaknesses,2070,αδυναμίες
aires,2070,αέρος
knob,2070,λαβή
domain,2069,τομέα
conclude,2069,καταλήγω
dresser,2068,μπουφές
bao,2068,βρώος
berries,2068,μούρα
straining,2067,τεντωτικός
beads,2067,περιδέραιο
windy,2067,ανεμώδης
patent,2066,ευρεσιτεχνία
merchants,2066,έμποροι
profitable,2065,επικερδής
ryder,2065,ληστής
prisons,2065,φυλακές
salvage,2064,διάσωση
mentioning,2064,αναφορά
lass,2064,κορίτσι
tox,2063,τόπος
sonja,2063,γουρουνάκι
poof,2063,ομοφυλόφιλος
productive,2063,παραγωγικός
hosting,2062,φιλοξενία
doth,2062,πέφτω
ewing,2062,εξαναγκασμός
derby,2062,καπέλο ημίψηλο
goldfish,2062,χρυσόψαρο
capitol,2061,καπιτώλιο
leisure,2061,ελεύθερος χρόνος
buff,2061,βοός
illusions,2060,αυταπάτες
notices,2060,ειδοποιήσεις
odin,2060,οντίν
springfield,2060,Σπρίνγκφιλντ
tracker,2059,ιχνηλάτης
kyoto,2059,Κιότο
peed,2059,φτερωτός
vitamin,2058,βιταμίνη
